Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00      35/35          std::_Bit_iterator::operator[](long) const [20]
-----------------------------------------------
                0.00    0.00       5/31          std::vector<int, std::allocator<int> >::~vector() [80]
                0.00    0.00      26/31          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [55]
[24]     0.0    0.00    0.00      31         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [24]
-----------------------------------------------
                0.00    0.00       5/30          Graph::isConnected() [104]
                0.00    0.00      25/30          Graph::DFS(unsigned long, std::vector<bool, std::allocator<bool> >&) [106]
[25]     0.0    0.00    0.00      30         std::_Bit_reference::operator bool() const [25]
-----------------------------------------------
                0.00    0.00       4/30          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [90]
                0.00    0.00      26/30          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [32]
[26]     0.0    0.00    0.00      30         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [26]
-----------------------------------------------
                0.00    0.00      13/26          std::vector<int, std::allocator<int> >::end() [56]
                0.00    0.00      13/26          std::vector<int, std::allocator<int> >::begin() [57]
[27]     0.0    0.00    0.00      26         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [27]
-----------------------------------------------
                0.00    0.00      26/26          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [31]
[28]     0.0    0.00    0.00      26         __gnu_cxx::new_allocator<int>::max_size() const [28]
                0.00    0.00      26/39          __gnu_cxx::new_allocator<int>::_M_max_size() const [14]
-----------------------------------------------
                0.00    0.00      26/26          std::vector<int, std::allocator<int> >::max_size() const [30]
[29]     0.0    0.00    0.00      26         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [29]
-----------------------------------------------
                0.00    0.00      26/26          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [51]
[30]     0.0    0.00    0.00      26         std::vector<int, std::allocator<int> >::max_size() const [30]
                0.00    0.00      26/26          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [32]
                0.00    0.00      26/26          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [29]
-----------------------------------------------
                0.00    0.00      26/26          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [32]
[31]     0.0    0.00    0.00      26         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [31]
                0.00    0.00      26/26          __gnu_cxx::new_allocator<int>::max_size() const [28]
-----------------------------------------------
                0.00    0.00      26/26          std::vector<int, std::allocator<int> >::max_size() const [30]
[32]     0.0    0.00    0.00      26         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [32]
                0.00    0.00      26/26          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [31]
                0.00    0.00      26/30          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [26]
-----------------------------------------------
                0.00    0.00      26/26          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [55]
[33]     0.0    0.00    0.00      26         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [33]
                0.00    0.00      26/26          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [34]
-----------------------------------------------
                0.00    0.00      26/26          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [33]
[34]     0.0    0.00    0.00      26         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [34]
                0.00    0.00      26/26          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [37]
-----------------------------------------------
                0.00    0.00      26/26          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [55]
[35]     0.0    0.00    0.00      26         std::vector<int, std::allocator<int> >::_S_use_relocate() [35]
                0.00    0.00      26/26          std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [36]
-----------------------------------------------
                0.00    0.00      26/26          std::vector<int, std::allocator<int> >::_S_use_relocate() [35]
[36]     0.0    0.00    0.00      26         std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [36]
-----------------------------------------------
                0.00    0.00      26/26          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [34]
[37]     0.0    0.00    0.00      26         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [37]
                0.00    0.00      78/78          int* std::__niter_base<int*>(int*) [8]
                0.00    0.00      26/26          std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [38]
-----------------------------------------------
                0.00    0.00      26/26          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [37]
[38]     0.0    0.00    0.00      26         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [38]
-----------------------------------------------
                0.00    0.00      25/25          Graph::printGraph() [103]
[39]     0.0    0.00    0.00      25         std::vector<int, std::allocator<int> >::operator[](unsigned long) [39]
-----------------------------------------------
                0.00    0.00       5/19          void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [81]
                0.00    0.00      14/19          void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [42]
[40]     0.0    0.00    0.00      19         operator new(unsigned long, void*) [40]
-----------------------------------------------
                0.00    0.00       5/18          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [77]
                0.00    0.00      13/18          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [55]
[41]     0.0    0.00    0.00      18         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [41]
                0.00    0.00      13/13          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [53]
-----------------------------------------------
                0.00    0.00      14/14          void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [43]
[42]     0.0    0.00    0.00      14         void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [42]
                0.00    0.00      14/55          int&& std::forward<int>(std::remove_reference<int>::type&) [10]
                0.00    0.00      14/19          operator new(unsigned long, void*) [40]
-----------------------------------------------
                0.00    0.00       1/14          void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [44]
                0.00    0.00      13/14          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [55]
[43]     0.0    0.00    0.00      14         void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [43]
                0.00    0.00      14/55          int&& std::forward<int>(std::remove_reference<int>::type&) [10]
                0.00    0.00      14/14          void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [42]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::push_back(int&&) [45]
[44]     0.0    0.00    0.00      14         void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [44]
                0.00    0.00      14/55          int&& std::forward<int>(std::remove_reference<int>::type&) [10]
                0.00    0.00      13/13          std::vector<int, std::allocator<int> >::end() [56]
                0.00    0.00      13/13          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [55]
                0.00    0.00       1/14          void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [43]
-----------------------------------------------
                0.00    0.00      14/14          Graph::addEdge(unsigned long, unsigned long) [61]
[45]     0.0    0.00    0.00      14         std::vector<int, std::allocator<int> >::push_back(int&&) [45]
                0.00    0.00      14/14          std::remove_reference<int&>::type&& std::move<int&>(int&) [47]
                0.00    0.00      14/14          void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [44]
-----------------------------------------------
                0.00    0.00       1/14          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [120]
                0.00    0.00      13/14          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [51]
[46]     0.0    0.00    0.00      14         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [46]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::push_back(int&&) [45]
[47]     0.0    0.00    0.00      14         std::remove_reference<int&>::type&& std::move<int&>(int&) [47]
-----------------------------------------------
                0.00    0.00      13/13          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [53]
[48]     0.0    0.00    0.00      13         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [48]
-----------------------------------------------
                0.00    0.00      13/13          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [54]
[49]     0.0    0.00    0.00      13         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [49]
                0.00    0.00      13/39          __gnu_cxx::new_allocator<int>::_M_max_size() const [14]
-----------------------------------------------
                0.00    0.00      13/13          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [55]
[50]     0.0    0.00    0.00      13         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [50]
                0.00    0.00      26/52          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [11]
-----------------------------------------------
                0.00    0.00      13/13          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [55]
[51]     0.0    0.00    0.00      13         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [51]
                0.00    0.00      52/57          std::vector<int, std::allocator<int> >::size() const [9]
                0.00    0.00      26/26          std::vector<int, std::allocator<int> >::max_size() const [30]
                0.00    0.00      13/14          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [46]
-----------------------------------------------
                0.00    0.00      13/13          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [55]
[52]     0.0    0.00    0.00      13         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [52]
                0.00    0.00      13/13          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [54]
-----------------------------------------------
                0.00    0.00      13/13          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [41]
[53]     0.0    0.00    0.00      13         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [53]
                0.00    0.00      13/13          __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [48]
-----------------------------------------------
                0.00    0.00      13/13          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [52]
[54]     0.0    0.00    0.00      13         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [54]
                0.00    0.00      13/13          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [49]
-----------------------------------------------
                0.00    0.00      13/13          void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [44]
[55]     0.0    0.00    0.00      13         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [55]
                0.00    0.00      26/26          std::vector<int, std::allocator<int> >::_S_use_relocate() [35]
                0.00    0.00      26/31          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [24]
                0.00    0.00      26/52          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [11]
                0.00    0.00      26/26          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [33]
                0.00    0.00      13/13          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [51]
                0.00    0.00      13/13          std::vector<int, std::allocator<int> >::begin() [57]
                0.00    0.00      13/13          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [50]
                0.00    0.00      13/13          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [52]
                0.00    0.00      13/55          int&& std::forward<int>(std::remove_reference<int>::type&) [10]
                0.00    0.00      13/14          void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [43]
                0.00    0.00      13/18          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [41]
-----------------------------------------------
                0.00    0.00      13/13          void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [44]
[56]     0.0    0.00    0.00      13         std::vector<int, std::allocator<int> >::end() [56]
                0.00    0.00      13/26          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [27]
-----------------------------------------------
                0.00    0.00      13/13          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [55]
[57]     0.0    0.00    0.00      13         std::vector<int, std::allocator<int> >::begin() [57]
                0.00    0.00      13/26          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [27]
-----------------------------------------------
                0.00    0.00       6/12          std::vector<int, std::allocator<int> >::begin() const [65]
                0.00    0.00       6/12          std::vector<int, std::allocator<int> >::end() const [64]
[58]     0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [58]
-----------------------------------------------
                0.00    0.00      12/12          bool __gnu_cxx::operator==<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [63]
[59]     0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [59]
-----------------------------------------------
                0.00    0.00       5/10          void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [127]
                0.00    0.00       5/10          std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [145]
[60]     0.0    0.00    0.00      10         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [60]
-----------------------------------------------
                0.00    0.00       7/7           main [6]
[61]     0.0    0.00    0.00       7         Graph::addEdge(unsigned long, unsigned long) [61]
                0.00    0.00      14/50          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [12]
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::push_back(int&&) [45]
-----------------------------------------------
                0.00    0.00       1/7           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [149]
                0.00    0.00       2/7           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::resize(unsigned long) [151]
                0.00    0.00       4/7           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [120]
[62]     0.0    0.00    0.00       7         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [62]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::empty() const [66]
[63]     0.0    0.00    0.00       6         bool __gnu_cxx::operator==<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [63]
                0.00    0.00      12/12          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [59]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::empty() const [66]
[64]     0.0    0.00    0.00       6         std::vector<int, std::allocator<int> >::end() const [64]
                0.00    0.00       6/12          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [58]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::empty() const [66]
[65]     0.0    0.00    0.00       6         std::vector<int, std::allocator<int> >::begin() const [65]
                0.00    0.00       6/12          __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [58]
-----------------------------------------------
                0.00    0.00       6/6           Graph::isConnected() [104]
[66]     0.0    0.00    0.00       6         std::vector<int, std::allocator<int> >::empty() const [66]
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::end() const [64]
                0.00    0.00       6/6           std::vector<int, std::allocator<int> >::begin() const [65]
                0.00    0.00       6/6           bool __gnu_cxx::operator==<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [63]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator<int>::allocator() [70]
[67]     0.0    0.00    0.00       5         __gnu_cxx::new_allocator<int>::new_allocator() [67]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator<int>::~allocator() [71]
[68]     0.0    0.00    0.00       5         __gnu_cxx::new_allocator<int>::~new_allocator() [68]
-----------------------------------------------
                0.00    0.00       1/5           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [110]
                0.00    0.00       4/5           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [85]
[69]     0.0    0.00    0.00       5         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::_M_max_size() const [69]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [73]
[70]     0.0    0.00    0.00       5         std::allocator<int>::allocator() [70]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int>::new_allocator() [67]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [74]
[71]     0.0    0.00    0.00       5         std::allocator<int>::~allocator() [71]
                0.00    0.00       5/5           __gnu_cxx::new_allocator<int>::~new_allocator() [68]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy<int*>(int*, int*) [82]
[72]     0.0    0.00    0.00       5         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [72]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_base() [76]
[73]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [73]
                0.00    0.00       5/5           std::allocator<int>::allocator() [70]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [75]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [77]
[74]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [74]
                0.00    0.00       5/5           std::allocator<int>::~allocator() [71]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [73]
[75]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [75]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::vector() [79]
[76]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [76]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [73]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::~vector() [80]
[77]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [77]
                0.00    0.00       5/18          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [41]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [74]
-----------------------------------------------
                0.00    0.00       5/5           Graph::DFS(unsigned long, std::vector<bool, std::allocator<bool> >&) [106]
[78]     0.0    0.00    0.00       5         std::_Bit_reference::operator=(bool) [78]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [81]
[79]     0.0    0.00    0.00       5         std::vector<int, std::allocator<int> >::vector() [79]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_base() [76]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [84]
[80]     0.0    0.00    0.00       5         std::vector<int, std::allocator<int> >::~vector() [80]
                0.00    0.00       5/31          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [24]
                0.00    0.00       5/5           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [83]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [77]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long) [145]
[81]     0.0    0.00    0.00       5         void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*) [81]
                0.00    0.00       5/19          operator new(unsigned long, void*) [40]
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::vector() [79]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [83]
[82]     0.0    0.00    0.00       5         void std::_Destroy<int*>(int*, int*) [82]
                0.00    0.00       5/5           void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [72]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::~vector() [80]
[83]     0.0    0.00    0.00       5         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [83]
                0.00    0.00       5/5           void std::_Destroy<int*>(int*, int*) [82]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [127]
[84]     0.0    0.00    0.00       5         void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [84]
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::~vector() [80]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [89]
[85]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [85]
                0.00    0.00       4/5           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::_M_max_size() const [69]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [87]
[86]     0.0    0.00    0.00       4         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [86]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [149]
                0.00    0.00       2/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [120]
[87]     0.0    0.00    0.00       4         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [87]
                0.00    0.00       4/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [90]
                0.00    0.00       4/4           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() const [86]
-----------------------------------------------
                0.00    0.00       4/4           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data() [98]
[88]     0.0    0.00    0.00       4         std::_Bit_iterator::_Bit_iterator() [88]
                0.00    0.00       4/40          std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [13]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [90]
[89]     0.0    0.00    0.00       4         std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [89]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [85]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [87]
[90]     0.0    0.00    0.00       4         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [90]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [89]
                0.00    0.00       4/30          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [26]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [153]
                0.00    0.00       2/3           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [149]
